fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2378,9.40,0.230,0.56,16.45,0.063,52.5,282.0,1.000980,3.10,0.51,9.300000,5
2379,6.40,0.270,0.19,2.00,0.084,21.0,191.0,0.995160,3.49,0.63,9.600000,4
2380,6.40,0.270,0.19,1.90,0.085,21.0,196.0,0.995160,3.49,0.64,9.500000,4
2381,7.00,0.230,0.42,5.10,0.042,37.0,144.0,0.995180,3.50,0.59,10.200000,6
2382,6.90,0.150,0.28,4.40,0.029,14.0,107.0,0.993470,3.24,0.46,10.400000,8
2383,6.70,0.260,0.29,5.80,0.025,26.0,74.0,0.992900,3.28,0.53,11.000000,6
2384,6.90,0.150,0.28,4.40,0.029,14.0,107.0,0.993470,3.24,0.46,10.400000,8
2385,7.60,0.200,0.68,12.90,0.042,56.0,160.0,0.998410,3.05,0.41,8.700000,5
2386,6.90,0.300,0.29,1.30,0.053,24.0,189.0,0.993620,3.29,0.54,9.900000,4
2387,6.90,0.300,0.30,1.30,0.053,24.0,186.0,0.993610,3.29,0.54,9.900000,4
2388,7.60,0.210,0.35,1.20,0.041,7.0,106.0,0.991400,3.06,0.45,11.300000,4
2389,6.80,0.460,0.26,2.70,0.042,28.0,83.0,0.991140,3.38,0.51,12.000000,8
2390,7.00,0.280,0.26,1.70,0.042,34.0,130.0,0.992500,3.43,0.50,10.700000,8
2391,6.50,0.240,0.29,8.20,0.043,32.0,156.0,0.994530,3.13,0.70,10.100000,6
2392,6.40,0.170,0.34,1.50,0.091,42.0,135.0,0.993800,3.25,0.49,9.600000,7
2393,6.40,0.170,0.34,1.50,0.093,43.0,136.0,0.993800,3.25,0.49,9.600000,6
2394,6.30,0.695,0.55,12.90,0.056,58.0,252.0,0.998060,3.29,0.49,8.700000,5
2395,7.00,0.270,0.29,3.90,0.059,28.0,199.0,0.996100,3.54,0.59,10.300000,5
2396,8.40,0.300,0.25,17.75,0.047,25.0,218.0,1.000160,2.98,0.66,9.100000,5
2397,6.50,0.190,0.27,4.90,0.037,13.0,101.0,0.991600,3.17,0.41,11.800000,6
2398,8.00,0.360,0.39,1.60,0.024,26.0,93.0,0.991160,3.15,0.49,11.900000,6
2399,6.10,0.160,0.24,1.40,0.046,17.0,77.0,0.993190,3.66,0.57,10.300000,6
2400,9.20,0.190,0.42,2.00,0.047,16.0,104.0,0.995170,3.09,0.66,10.000000,4
2401,9.20,0.160,0.49,2.00,0.044,18.0,107.0,0.995140,3.10,0.53,10.200000,4
2402,8.00,0.260,0.28,8.20,0.038,72.0,202.0,0.995660,3.12,0.56,10.000000,6
2403,8.80,0.330,0.36,2.10,0.034,19.0,125.0,0.991660,2.96,0.98,12.700000,6
2404,9.80,0.160,0.46,1.80,0.046,23.0,130.0,0.995870,3.04,0.67,9.600000,5
2405,6.60,0.230,0.18,8.50,0.044,59.0,188.0,0.995580,3.16,0.49,9.500000,5
2406,7.90,0.440,0.26,4.45,0.033,23.0,100.0,0.991170,3.17,0.52,12.700000,6
2407,7.60,0.310,0.27,5.80,0.036,23.0,109.0,0.993990,3.34,0.54,11.000000,6
2408,7.50,0.705,0.10,13.00,0.044,44.0,214.0,0.997410,3.10,0.50,9.100000,5
2409,7.10,0.210,0.28,2.70,0.034,23.0,111.0,0.994050,3.35,0.64,10.200000,4
2410,7.00,0.160,0.26,7.30,0.047,30.0,220.0,0.996220,3.38,0.58,10.100000,6
2411,8.00,0.270,0.25,19.10,0.045,50.0,208.0,1.000510,3.05,0.50,9.200000,6
2412,6.30,0.380,0.17,8.80,0.080,50.0,212.0,0.998030,3.47,0.66,9.400000,4
2413,7.10,0.210,0.28,2.70,0.034,23.0,111.0,0.994050,3.35,0.64,10.200000,4
2414,6.20,0.380,0.18,7.40,0.095,28.0,195.0,0.997730,3.53,0.71,9.200000,4
2415,8.20,0.240,0.30,2.30,0.050,23.0,106.0,0.993970,2.98,0.50,10.000000,5
2416,7.00,0.160,0.26,6.85,0.047,30.0,220.0,0.996220,3.38,0.58,10.100000,6
2417,7.30,0.815,0.09,11.40,0.044,45.0,204.0,0.997130,3.15,0.46,9.000000,5
2418,6.30,0.410,0.16,0.90,0.032,25.0,98.0,0.992740,3.16,0.42,9.500000,5
2419,6.10,0.360,0.41,19.35,0.070,67.0,207.0,1.001180,3.39,0.53,9.100000,5
2420,8.10,0.400,0.32,7.90,0.031,23.0,118.0,0.991760,3.05,0.46,13.300000,7
2421,6.80,0.260,0.43,11.75,0.045,53.0,198.0,0.996900,3.26,0.55,9.500000,5
2422,6.20,0.440,0.18,7.70,0.096,28.0,210.0,0.997710,3.56,0.72,9.200000,5
2423,7.20,0.240,0.29,3.00,0.036,17.0,117.0,0.994110,3.36,0.68,10.100000,6
2424,6.20,0.440,0.18,7.70,0.096,28.0,210.0,0.997710,3.56,0.72,9.200000,5
2425,7.20,0.240,0.29,3.00,0.036,17.0,117.0,0.994110,3.36,0.68,10.100000,6
2426,7.30,0.220,0.26,1.50,0.040,32.0,172.0,0.991940,3.27,0.48,11.200000,6
2427,8.10,0.340,0.28,7.50,0.040,70.0,230.0,0.995580,3.14,0.55,9.800000,6
2428,7.30,0.220,0.26,1.50,0.040,32.0,172.0,0.991940,3.27,0.48,11.200000,6
2429,8.10,0.340,0.28,7.50,0.040,70.0,230.0,0.995580,3.14,0.55,9.800000,6
2430,6.40,0.280,0.17,8.30,0.042,61.0,195.0,0.995770,3.22,0.46,9.400000,5
2431,6.30,0.290,0.14,7.05,0.045,50.0,177.0,0.995640,3.23,0.42,9.000000,5
2432,6.40,0.270,0.17,8.40,0.044,60.0,198.0,0.995780,3.21,0.47,9.400000,5
2433,7.40,0.350,0.20,13.90,0.054,63.0,229.0,0.998880,3.11,0.50,8.900000,6
2434,8.30,0.280,0.27,17.50,0.045,48.0,253.0,1.000140,3.02,0.56,9.100000,6
2435,6.40,0.350,0.35,5.60,0.034,9.0,148.0,0.994410,3.17,0.50,9.800000,4
2436,6.90,0.430,0.28,9.40,0.056,29.0,183.0,0.995940,3.17,0.43,9.400000,5
2437,8.00,0.260,0.28,4.80,0.050,34.0,150.0,0.994370,3.13,0.50,10.000000,6
2438,6.90,0.430,0.28,9.40,0.056,29.0,183.0,0.995940,3.17,0.43,9.400000,5
2439,7.30,0.270,0.37,9.70,0.042,36.0,130.0,0.997900,3.48,0.75,9.900000,6
2440,6.80,0.460,0.26,6.30,0.147,49.0,159.0,0.994340,3.14,0.47,10.000000,5
2441,7.20,0.200,0.28,1.60,0.028,13.0,168.0,0.992030,3.17,1.06,11.500000,6
2442,7.60,0.285,0.32,14.60,0.063,32.0,201.0,0.998000,3.00,0.45,9.200000,5
2443,6.60,0.320,0.33,2.50,0.052,40.0,219.5,0.993160,3.15,0.60,10.000000,5
2444,7.60,0.285,0.32,14.60,0.063,32.0,201.0,0.998000,3.00,0.45,9.200000,5
2445,6.60,0.340,0.34,2.60,0.051,40.5,210.0,0.993140,3.15,0.61,10.000000,5
2446,6.60,0.320,0.33,2.50,0.052,40.0,210.0,0.993160,3.15,0.60,10.000000,5
2447,6.50,0.270,0.26,8.20,0.042,21.0,133.0,0.996120,3.43,0.64,9.800000,6
2448,6.60,0.260,0.27,1.50,0.040,19.0,114.0,0.992950,3.36,0.62,10.500000,6
2449,6.70,0.270,0.26,2.30,0.043,61.0,181.0,0.993940,3.45,0.63,10.600000,6
2450,6.60,0.560,0.15,10.00,0.037,38.0,157.0,0.996420,3.28,0.52,9.400000,5
2451,6.60,0.560,0.15,10.00,0.037,38.0,157.0,0.996420,3.28,0.52,9.400000,5
2452,7.30,0.190,0.27,1.60,0.027,35.0,136.0,0.992480,3.38,0.54,11.000000,7
2453,6.30,0.200,0.26,1.60,0.027,36.0,141.0,0.992680,3.53,0.56,10.800000,6
2454,7.10,0.290,0.30,16.00,0.036,58.0,201.0,0.999540,3.30,0.67,9.000000,5
2455,7.80,0.320,0.33,10.40,0.031,47.0,194.0,0.996920,3.07,0.58,9.600000,6
2456,8.10,0.330,0.36,7.40,0.037,36.0,156.0,0.995920,3.19,0.54,10.600000,6
2457,8.10,0.330,0.36,7.40,0.037,36.0,156.0,0.995920,3.19,0.54,10.600000,6
2458,7.80,0.320,0.33,10.40,0.031,47.0,194.0,0.996920,3.07,0.58,9.600000,6
2459,6.60,0.330,0.24,16.05,0.045,31.0,147.0,0.998220,3.08,0.52,9.200000,5
2460,6.60,0.330,0.24,16.05,0.045,31.0,147.0,0.998220,3.08,0.52,9.200000,5
2461,8.20,0.260,0.33,2.60,0.053,11.0,71.0,0.994020,2.89,0.49,9.500000,5
2462,8.30,0.250,0.33,2.50,0.053,12.0,72.0,0.994040,2.89,0.48,9.500000,5
2463,7.00,0.260,0.26,10.80,0.039,37.0,184.0,0.997870,3.47,0.58,10.300000,7
2464,6.00,0.260,0.15,1.20,0.053,35.0,124.0,0.993470,3.08,0.46,8.800000,5
2465,7.50,0.280,0.78,12.10,0.041,53.0,161.0,0.998380,2.98,0.44,8.700000,5
2466,7.50,0.270,0.79,11.95,0.040,51.0,159.0,0.998390,2.98,0.44,8.700000,5
2467,7.00,0.280,0.32,1.70,0.038,27.0,128.0,0.993750,3.20,0.62,10.200000,6
2468,5.20,0.160,0.34,0.80,0.029,26.0,77.0,0.991550,3.25,0.51,10.100000,6
2469,6.80,0.340,0.10,1.40,0.049,29.0,118.0,0.993600,3.21,0.41,9.500000,5
2470,7.60,0.250,0.34,1.30,0.056,34.0,176.0,0.994340,3.10,0.51,9.500000,5
2471,5.60,0.350,0.40,6.30,0.022,23.0,174.0,0.992200,3.54,0.50,11.600000,7
2472,8.80,0.240,0.23,10.30,0.032,12.0,97.0,0.995710,3.13,0.40,10.700000,6
2473,6.00,0.290,0.21,15.55,0.043,20.0,142.0,0.996580,3.11,0.54,10.100000,6
2474,6.10,0.270,0.31,1.50,0.035,17.0,83.0,0.990760,3.32,0.44,11.100000,7
2475,7.40,0.560,0.09,1.50,0.071,19.0,117.0,0.994960,3.22,0.53,9.800000,5
2476,6.80,0.290,0.49,1.40,0.142,52.0,148.0,0.993700,3.08,0.49,9.000000,6
2477,6.10,0.270,0.31,1.50,0.035,17.0,83.0,0.990760,3.32,0.44,11.100000,7
2478,6.30,0.270,0.37,7.90,0.047,58.0,215.0,0.995420,3.19,0.48,9.500000,6
2479,6.60,0.240,0.30,13.00,0.052,18.0,143.0,0.998250,3.37,0.49,9.400000,6
2480,6.80,0.320,0.30,1.00,0.049,22.0,113.0,0.992890,3.24,0.61,10.200000,5
2481,6.40,0.370,0.37,4.85,0.041,39.5,216.5,0.994320,3.10,0.50,9.800000,6
2482,6.20,0.260,0.37,7.10,0.047,54.0,201.0,0.995230,3.19,0.48,9.500000,6
2483,6.30,0.270,0.37,7.90,0.047,58.0,215.0,0.995420,3.19,0.48,9.500000,6
2484,6.40,0.300,0.16,7.50,0.050,55.0,191.0,0.995900,3.17,0.49,9.000000,5
2485,8.00,0.280,0.32,7.60,0.045,61.0,204.0,0.995430,3.10,0.55,10.100000,6
2486,6.70,0.240,0.32,10.30,0.079,37.0,122.0,0.996620,3.02,0.45,8.800000,5
2487,7.90,0.270,0.27,1.70,0.034,25.0,122.0,0.990880,2.97,0.51,11.900000,6
2488,7.90,0.270,0.27,1.70,0.034,25.0,122.0,0.990880,2.97,0.51,11.900000,6
2489,6.10,0.280,0.24,19.95,0.074,32.0,174.0,0.999220,3.19,0.44,9.300000,6
2490,7.70,0.390,0.49,7.70,0.036,11.0,110.0,0.996600,3.33,0.76,10.000000,6
2491,6.00,0.200,0.24,5.30,0.075,49.0,201.0,0.994660,3.21,0.43,9.500000,5
2492,6.10,0.280,0.24,19.95,0.074,32.0,174.0,0.999220,3.19,0.44,9.300000,6
2493,7.60,0.310,0.23,12.70,0.054,20.0,139.0,0.998360,3.16,0.50,9.700000,4
2494,7.60,0.310,0.23,12.70,0.054,20.0,139.0,0.998360,3.16,0.50,9.700000,4
2495,6.30,0.180,0.22,1.50,0.043,45.0,155.0,0.992380,3.19,0.48,10.200000,5
2496,8.60,0.230,0.25,11.30,0.031,13.0,96.0,0.996450,3.11,0.40,10.800000,5
2497,6.80,0.210,0.36,18.10,0.046,32.0,133.0,1.000000,3.27,0.48,8.800000,5
2498,6.80,0.210,0.36,18.10,0.046,32.0,133.0,1.000000,3.27,0.48,8.800000,5
2499,6.90,0.260,0.31,7.00,0.039,37.0,175.0,0.993760,3.32,0.49,11.400000,6
2500,6.80,0.210,0.36,18.10,0.046,32.0,133.0,1.000000,3.27,0.48,8.800000,5
2501,6.40,0.310,0.40,6.40,0.039,39.0,191.0,0.995130,3.14,0.52,9.800000,5
2502,8.60,0.340,0.36,1.40,0.045,11.0,119.0,0.995560,3.17,0.47,9.400000,4
2503,8.60,0.340,0.36,1.40,0.045,11.0,119.0,0.995560,3.17,0.47,9.400000,4
2504,8.50,0.300,0.28,3.10,0.054,54.0,174.0,0.995430,3.21,0.43,9.400000,6
2505,7.40,0.400,0.41,14.10,0.053,37.0,194.0,0.998860,3.20,0.63,9.400000,6
2506,6.60,0.320,0.34,7.70,0.044,63.0,212.0,0.995260,3.22,0.48,9.700000,6
2507,7.10,0.340,0.31,5.20,0.032,36.0,140.0,0.991660,3.35,0.47,12.300000,7
2508,6.60,0.260,0.25,11.60,0.045,45.0,178.0,0.996910,3.33,0.43,9.800000,6
2509,8.00,0.270,0.57,10.40,0.053,18.0,134.0,0.997320,3.12,0.68,9.000000,5
2510,6.20,0.280,0.45,7.50,0.045,46.0,203.0,0.995730,3.26,0.46,9.200000,6
2511,6.20,0.300,0.49,11.20,0.058,68.0,215.0,0.996560,3.19,0.60,9.400000,6
2512,5.60,0.175,0.29,0.80,0.043,20.0,67.0,0.991120,3.28,0.48,9.900000,6
2513,6.90,0.340,0.36,1.40,0.032,13.0,145.0,0.992140,3.07,0.52,9.800000,5
2514,6.90,0.340,0.30,4.70,0.029,34.0,148.0,0.991650,3.36,0.49,12.300000,7
2515,7.10,0.120,0.30,3.10,0.018,15.0,37.0,0.990040,3.02,0.52,11.900000,7
2516,7.10,0.320,0.29,4.00,0.038,33.0,170.0,0.994630,3.27,0.64,10.200000,6
2517,7.30,0.510,0.29,11.30,0.034,61.0,224.0,0.996830,3.14,0.56,9.500000,6
2518,7.10,0.120,0.30,3.10,0.018,15.0,37.0,0.990040,3.02,0.52,11.900000,7
2519,6.30,0.240,0.55,8.10,0.040,67.0,216.0,0.995960,3.24,0.50,9.200000,5
2520,7.50,0.410,0.23,14.80,0.054,28.0,174.0,0.998980,3.18,0.49,9.700000,5
2521,6.50,0.180,0.33,1.40,0.029,35.0,138.0,0.991140,3.36,0.60,11.500000,7
2522,7.30,0.170,0.24,8.10,0.121,32.0,162.0,0.995080,3.17,0.38,10.400000,8
2523,8.20,0.200,0.38,3.50,0.053,41.0,174.0,0.993060,3.22,0.41,11.600000,5
2524,7.50,0.410,0.23,14.80,0.054,28.0,174.0,0.998980,3.18,0.49,9.700000,5
2525,7.30,0.170,0.24,8.10,0.121,32.0,162.0,0.995080,3.17,0.38,10.400000,8
2526,6.50,0.180,0.33,1.40,0.029,35.0,138.0,0.991140,3.36,0.60,11.500000,7
2527,7.30,0.160,0.35,1.50,0.036,29.0,108.0,0.993420,3.27,0.51,10.200000,6
2528,6.40,0.160,0.37,1.50,0.037,27.0,109.0,0.993450,3.38,0.50,9.800000,6
2529,6.60,0.420,0.13,12.80,0.044,26.0,158.0,0.997720,3.24,0.47,9.000000,5
2530,5.80,0.300,0.12,1.60,0.036,57.0,163.0,0.992390,3.38,0.59,10.500000,6
2531,6.70,0.540,0.27,7.10,0.049,8.0,178.0,0.995020,3.16,0.38,9.400000,4
2532,6.70,0.540,0.27,7.10,0.049,8.0,178.0,0.995020,3.16,0.38,9.400000,4
2533,6.40,0.220,0.30,11.20,0.046,53.0,149.0,0.994790,3.21,0.34,10.800000,5
2534,6.80,0.230,0.30,1.70,0.043,19.0,95.0,0.992070,3.17,0.46,10.700000,7
2535,9.00,0.260,0.34,6.70,0.029,21.0,162.0,0.994970,3.08,0.50,10.600000,6
2536,6.50,0.230,0.25,17.30,0.046,15.0,110.0,0.998280,3.15,0.42,9.200000,6
2537,5.90,0.280,0.14,8.60,0.032,30.0,142.0,0.995420,3.28,0.44,9.500000,6
2538,5.90,0.280,0.14,8.60,0.032,30.0,142.0,0.995420,3.28,0.44,9.500000,6
2539,6.20,0.270,0.18,1.50,0.028,20.0,111.0,0.992280,3.41,0.50,10.000000,5
2540,9.00,0.290,0.34,12.10,0.030,34.0,177.0,0.997060,3.13,0.47,10.600000,5
2541,9.00,0.260,0.34,6.70,0.029,21.0,162.0,0.994970,3.08,0.50,10.600000,6
2542,8.90,0.270,0.34,10.70,0.029,19.5,166.0,0.996690,3.13,0.48,10.600000,5
2543,6.50,0.230,0.25,17.30,0.046,15.0,110.0,0.998280,3.15,0.42,9.200000,6
2544,6.90,0.320,0.30,1.80,0.036,28.0,117.0,0.992690,3.24,0.48,11.000000,6
2545,7.20,0.220,0.24,1.40,0.041,17.0,159.0,0.991960,3.25,0.53,11.200000,6
2546,6.70,0.500,0.38,7.50,0.046,26.0,175.0,0.996620,3.32,0.54,9.600000,5
2547,6.20,0.330,0.14,4.80,0.052,27.0,128.0,0.994750,3.21,0.48,9.400000,5
2548,6.30,0.260,0.42,7.10,0.045,62.0,209.0,0.995440,3.20,0.53,9.500000,6
2549,7.50,0.200,0.47,16.90,0.052,51.0,188.0,0.999440,3.09,0.62,9.300000,5
2550,6.20,0.330,0.14,4.80,0.052,27.0,128.0,0.994750,3.21,0.48,9.400000,5
2551,6.30,0.260,0.42,7.10,0.045,62.0,209.0,0.995440,3.20,0.53,9.500000,6
2552,6.60,0.360,0.52,11.30,0.046,8.0,110.0,0.996600,3.07,0.46,9.400000,5
2553,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.990660,3.13,0.72,11.200000,7
2554,6.40,0.150,0.44,1.20,0.043,67.0,150.0,0.990700,3.14,0.73,11.200000,7
2555,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.990660,3.13,0.72,11.200000,7
2556,7.60,0.230,0.64,12.90,0.033,54.0,170.0,0.998000,3.00,0.53,8.800000,5
2557,6.40,0.150,0.44,1.20,0.043,67.0,150.0,0.990700,3.14,0.73,11.200000,7
2558,6.30,0.130,0.42,1.10,0.043,63.0,146.0,0.990660,3.13,0.72,11.200000,7
2559,5.70,0.255,0.65,1.20,0.079,17.0,137.0,0.993070,3.20,0.42,9.400000,5
2560,6.90,0.320,0.26,2.30,0.030,11.0,103.0,0.991060,3.06,0.42,11.100000,6
2561,6.90,0.280,0.22,10.00,0.052,36.0,131.0,0.996960,3.08,0.46,9.600000,5
2562,6.90,0.320,0.26,2.30,0.030,11.0,103.0,0.991060,3.06,0.42,11.100000,6
2563,5.70,0.255,0.65,1.20,0.079,17.0,137.0,0.993070,3.20,0.42,9.400000,5
2564,6.60,0.410,0.16,1.40,0.037,28.0,160.0,0.991670,2.95,0.45,10.600000,6
2565,7.30,0.370,0.16,14.90,0.048,59.0,240.0,0.999020,3.13,0.45,8.900000,5
2566,6.90,0.210,0.24,1.80,0.021,17.0,80.0,0.989920,3.15,0.46,12.300000,7
2567,6.60,0.240,0.28,1.80,0.028,39.0,132.0,0.991820,3.34,0.46,11.400000,5
2568,6.80,0.280,0.36,7.00,0.043,60.0,207.0,0.995560,3.16,0.49,9.600000,6
2569,6.60,0.240,0.24,8.60,0.034,25.0,135.0,0.995820,3.33,0.59,10.300000,6
2570,6.60,0.240,0.28,1.80,0.028,39.0,132.0,0.991820,3.34,0.46,11.400000,5
2571,7.00,0.160,0.32,1.10,0.032,29.0,80.0,0.989720,3.23,0.36,12.100000,6
2572,7.00,0.140,0.28,1.30,0.026,10.0,56.0,0.993520,3.46,0.45,9.900000,5
2573,6.30,0.340,0.36,4.90,0.035,31.0,185.0,0.994600,3.15,0.49,9.700000,5
2574,6.80,0.260,0.24,1.90,0.043,70.0,154.0,0.992730,3.18,0.52,10.500000,5
2575,6.70,0.170,0.42,10.40,0.038,85.0,182.0,0.996280,3.04,0.44,8.900000,6
2576,6.50,0.270,0.40,10.00,0.039,74.0,227.0,0.995820,3.18,0.50,9.400000,5
2577,6.70,0.250,0.36,8.60,0.037,63.0,206.0,0.995530,3.18,0.50,9.600000,5
2578,5.80,0.300,0.27,1.70,0.014,45.0,104.0,0.989140,3.40,0.56,12.600000,7
2579,6.40,0.280,0.56,1.70,0.156,49.0,106.0,0.993540,3.10,0.37,9.200000,6
2580,7.70,0.300,0.26,18.95,0.053,36.0,174.0,0.999760,3.20,0.50,10.400000,5
2581,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2582,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2583,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2584,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2585,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2586,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2587,5.10,0.140,0.25,0.70,0.039,15.0,89.0,0.991900,3.22,0.43,9.200000,6
2588,6.80,0.180,0.30,12.80,0.062,19.0,171.0,0.998080,3.00,0.52,9.000000,7
2589,7.20,0.615,0.10,1.40,0.068,25.0,154.0,0.994990,3.20,0.48,9.700000,4
2590,6.90,0.130,0.28,13.30,0.050,47.0,132.0,0.996550,3.34,0.42,10.100000,6
2591,6.70,0.340,0.30,8.50,0.059,24.0,152.0,0.996150,3.46,0.64,11.000000,7
2592,7.30,0.320,0.29,1.50,0.038,32.0,144.0,0.992960,3.20,0.55,10.800000,5
2593,6.30,0.210,0.29,11.70,0.048,49.0,147.0,0.994820,3.22,0.38,10.800000,5
2594,5.40,0.500,0.13,5.00,0.028,12.0,107.0,0.990790,3.48,0.88,13.500000,7
2595,8.20,0.520,0.34,1.20,0.042,18.0,167.0,0.993660,3.24,0.39,10.600000,5
2596,7.80,0.280,0.31,2.10,0.046,28.0,208.0,0.994340,3.23,0.64,9.800000,5
2597,6.40,0.220,0.34,1.40,0.023,56.0,115.0,0.989580,3.18,0.70,11.700000,6
2598,7.80,0.280,0.31,2.10,0.046,28.0,208.0,0.994340,3.23,0.64,9.800000,5
2599,6.90,0.320,0.27,16.00,0.034,58.0,185.0,0.999380,3.34,0.60,9.000000,6
2600,6.80,0.110,0.42,1.10,0.042,51.0,132.0,0.990590,3.18,0.74,11.300000,7
2601,6.20,0.260,0.32,15.30,0.031,64.0,185.0,0.998350,3.31,0.61,9.400000,5
2602,6.40,0.220,0.34,1.40,0.023,56.0,115.0,0.989580,3.18,0.70,11.700000,6
2603,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.991590,3.31,0.63,11.300000,7
2604,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.991590,3.31,0.63,11.300000,7
2605,7.10,0.200,0.30,0.90,0.019,4.0,28.0,0.989310,3.20,0.36,12.000000,6
2606,7.20,0.200,0.36,2.50,0.028,22.0,157.0,0.993800,3.48,0.49,10.600000,6
2607,8.90,0.260,0.33,8.10,0.024,47.0,202.0,0.995580,3.13,0.46,10.800000,6
2608,7.50,0.250,0.32,8.20,0.024,53.0,209.0,0.995630,3.12,0.46,10.800000,6
2609,7.10,0.200,0.30,0.90,0.019,4.0,28.0,0.989310,3.20,0.36,12.000000,6
2610,6.30,0.270,0.46,11.10,0.053,44.0,177.0,0.996910,3.18,0.67,9.400000,5
2611,6.50,0.300,0.39,7.80,0.038,61.0,219.0,0.995900,3.19,0.50,9.400000,5
2612,6.70,0.300,0.29,2.80,0.025,37.0,107.0,0.991590,3.31,0.63,11.300000,7
2613,6.60,0.360,0.52,10.10,0.050,29.0,140.0,0.996280,3.07,0.40,9.400000,5
2614,6.15,0.210,0.37,3.20,0.021,20.0,80.0,0.990760,3.39,0.47,12.000000,5
2615,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.996780,3.28,0.72,10.300000,7
2616,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.996780,3.28,0.72,10.300000,7
2617,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.996780,3.28,0.72,10.300000,7
2618,6.60,0.260,0.21,2.90,0.026,48.0,126.0,0.990890,3.22,0.38,11.300000,7
2619,6.60,0.350,0.35,6.00,0.063,31.0,150.0,0.995370,3.10,0.47,9.400000,6
2620,6.50,0.280,0.28,20.40,0.041,40.0,144.0,1.000200,3.14,0.38,8.700000,5
2621,6.60,0.360,0.52,10.10,0.050,29.0,140.0,0.996280,3.07,0.40,9.400000,5
2622,6.60,0.260,0.21,2.90,0.026,48.0,126.0,0.990890,3.22,0.38,11.300000,7
2623,6.50,0.180,0.41,14.20,0.039,47.0,129.0,0.996780,3.28,0.72,10.300000,7
2624,6.15,0.210,0.37,3.20,0.021,20.0,80.0,0.990760,3.39,0.47,12.000000,5
2625,4.50,0.190,0.21,0.95,0.033,89.0,159.0,0.993320,3.34,0.42,8.000000,5
2626,8.00,0.240,0.26,1.70,0.033,36.0,136.0,0.993160,3.44,0.51,10.400000,7
2627,7.80,0.170,0.23,1.70,0.029,39.0,128.0,0.992720,3.37,0.41,10.700000,7
2628,7.00,0.240,0.24,9.00,0.030,42.0,219.0,0.996360,3.47,0.46,10.200000,6
2629,5.80,0.600,0.00,1.30,0.044,72.0,197.0,0.992020,3.56,0.43,10.900000,5
2630,5.90,0.445,0.26,1.40,0.027,23.0,109.0,0.991480,3.30,0.36,10.500000,6
2631,6.70,0.280,0.28,2.40,0.012,36.0,100.0,0.990640,3.26,0.39,11.700000,7
2632,6.80,0.440,0.20,16.00,0.065,61.0,186.0,0.998840,3.13,0.45,8.600000,5
2633,7.20,0.240,0.27,11.40,0.034,40.0,174.0,0.997730,3.20,0.44,9.000000,5
2634,8.70,0.310,0.73,14.35,0.044,27.0,191.0,1.000130,2.96,0.88,8.700000,5
2635,8.20,0.320,0.26,2.10,0.062,26.0,87.0,0.989740,3.10,0.47,12.800000,6
2636,7.20,0.240,0.27,11.40,0.034,40.0,174.0,0.997730,3.20,0.44,9.000000,5
2637,8.70,0.310,0.73,14.35,0.044,27.0,191.0,1.000130,2.96,0.88,8.700000,5
2638,7.50,0.130,0.38,1.10,0.023,42.0,104.0,0.991120,3.28,0.53,11.800000,6
2639,9.20,0.140,0.37,1.10,0.034,36.0,84.0,0.991360,3.05,0.55,11.600000,6
2640,7.40,0.200,0.37,1.20,0.028,28.0,89.0,0.991320,3.14,0.61,11.800000,6
2641,6.10,0.150,0.35,15.80,0.042,55.0,158.0,0.996420,3.24,0.37,10.600000,5
2642,7.60,0.230,0.40,5.20,0.066,14.0,91.0,0.994880,3.17,0.80,9.700000,5
2643,8.10,0.330,0.22,5.20,0.047,24.0,151.0,0.995270,3.22,0.47,10.300000,5
2644,7.15,0.170,0.24,9.60,0.119,56.0,178.0,0.995780,3.15,0.44,10.200000,6
2645,6.70,0.120,0.30,5.20,0.048,38.0,113.0,0.993520,3.33,0.44,10.100000,7
2646,5.70,0.180,0.36,1.20,0.046,9.0,71.0,0.991990,3.70,0.68,10.900000,7
2647,5.80,0.150,0.28,0.80,0.037,43.0,127.0,0.991980,3.24,0.51,9.300000,5
2648,6.60,0.230,0.29,14.45,0.057,29.0,144.0,0.997560,3.33,0.54,10.200000,6
2649,7.15,0.170,0.24,9.60,0.119,56.0,178.0,0.995780,3.15,0.44,10.200000,6
2650,7.00,0.340,0.39,6.90,0.066,43.0,162.0,0.995610,3.11,0.53,9.500000,5
